# %ECSV 0.9
# ---
# datatype:
# - {name: DATETIME, datatype: string}
# - {name: MJD, datatype: float64}
# - {name: X, unit: pix, datatype: float64}
# - {name: Y, unit: pix, datatype: float64}
# - {name: RA, unit: deg, datatype: float64}
# - {name: DEC, unit: deg, datatype: float64}
# - {name: FLUX, datatype: float64}
# - {name: FLUX_ERR, datatype: float64}
# - {name: MAG_AUTO, unit: mag, datatype: float32}
# - {name: MAGERR_AUTO, unit: mag, datatype: float32}
# - {name: BACKGROUND, datatype: float64}
# - {name: FWHM, unit: pix, datatype: float32}
# - {name: A, unit: pix, datatype: float32}
# - {name: B, unit: pix, datatype: float32}
# - {name: THETA, unit: deg, datatype: float32}
# - {name: FLAGS, datatype: int16}
# - {name: R50, unit: pix, datatype: float32}
# - {name: MAG, unit: mag, datatype: float32}
# - {name: MAGERR, unit: mag, datatype: float32}
# delimiter: ','
# meta: !!omap
# - {DATASET: AST3}
# - {FIELD: hd136488}
# - {OBJID: 62000006}
# - {OBJECT: J151821.06-604914.68}
# - {RA: 229.587769}
# - {DEC: -60.820744}
# - {MAG: 14.3963}
# - {CREATED: '2016-01-12T02:13:27'}
# - comments: ['', 'Chinese Astronomical Data Center(CAsDC), http://casdc.china-vo.org', 'EMail: support@china-vo.org', '', 'Chinese Virtual
#       Observatory(China-VO), http://www.china-vo.org', '']
# schema: astropy-2.0
DATETIME,MJD,X,Y,RA,DEC,FLUX,FLUX_ERR,MAG_AUTO,MAGERR_AUTO,BACKGROUND,FWHM,A,B,THETA,FLAGS,R50,MAG,MAGERR
2012-04-12 20:20:26,56029.84752314815,8380.814458873283,67.66244538980784,229.58757678694082,-60.8206892529832,9753.35,286.419,14.329,0.0318917,485.122,3.66258,1.2736,1.23779,-86.8049,1,2.19352,14.2863,0.0238469
2012-04-12 20:20:50,56029.84780092593,8381.172971690989,68.03451977782827,229.58758880894902,-60.820699131605195,10270.0,292.089,14.2761,0.0308868,485.245,3.74233,1.26423,1.23897,56.4728,1,2.18159,14.246,0.0228702
2012-04-12 20:21:13,56029.84806712963,8381.387192308135,68.4083775207368,229.58751330971086,-60.8206939572133,11553.9,322.794,14.154,0.0303407,481.166,3.52366,1.39774,1.3278,84.9555,1,2.49069,14.2711,0.0232195
2012-04-12 20:25:23,56029.850960648146,8382.895555792458,62.00136366967326,229.58799131352737,-60.820672685899346,3847.09,329.018,15.3781,0.0928788,464.897,4.87933,1.62381,1.46609,-8.38747,0,2.98087,15.1562,0.0497778
2012-04-12 20:40:51,56029.86170138889,8385.676464295784,62.27530525256182,229.5883527052563,-60.820725216474315,703.48,180.039,17.2338,0.277935,459.926,3.94357,1.0338,0.83225,-2.24899,0,1.43225,15.3583,0.0586953
2012-04-12 20:41:15,56029.861979166664,8386.42405935521,62.00067851450548,229.58811050117927,-60.82066829205374,3984.58,304.946,15.3498,0.0831134,459.06,4.3981,1.56747,1.46566,-13.6554,0,3.04226,15.217,0.0518185
2012-04-12 23:37:01,56029.98403935185,8438.461716181,62.00185748606503,229.58735355005015,-60.820660169498424,5794.68,333.862,14.7716,0.0625701,658.486,5.57567,1.53688,1.35904,-67.8094,1,2.83198,14.638,0.037953
2012-04-12 23:37:25,56029.98431712963,8438.370969272175,63.11305912163604,229.587453970611,-60.82067937633288,6305.13,368.513,14.6824,0.063473,659.583,3.95221,1.36573,1.2379,-72.727,0,2.4882,14.5154,0.0340635
2012-04-12 23:37:49,56029.98459490741,8438.39295111316,63.22522746012641,229.58738456986012,-60.82068122029372,7476.61,346.456,14.5002,0.0503238,658.618,3.77758,1.5411,1.28649,-81.8791,1,2.65217,14.4119,0.0311083
2012-04-12 23:38:13,56029.984872685185,8438.200478656081,64.36327214630906,229.58756859715317,-60.8206929459979,7440.6,331.877,14.5017,0.0484394,665.44,3.59345,1.25628,1.18863,-77.9343,1,2.27773,14.3997,0.030864
2012-04-12 23:38:37,56029.98515046296,8438.174013285463,63.999581186167276,229.5875733948405,-60.82069622253524,8349.04,368.31,14.3746,0.0479079,668.432,3.90857,1.41834,1.32237,-61.7868,1,2.61303,14.3703,0.0300755
2012-04-12 23:39:01,56029.98542824074,8438.491059769638,64.20669774805805,229.58755320065362,-60.82069216089061,7865.04,330.045,14.4352,0.0455724,670.265,3.96928,1.36192,1.21944,-74.9433,1,2.3972,14.3686,0.0301725
2012-04-12 23:39:25,56029.98570601852,8438.409196401102,64.57918185173378,229.587592116141,-60.82069151209624,8325.63,314.986,14.3752,0.041087,673.475,4.17758,1.30769,1.18766,-72.7483,1,2.3959,14.3677,0.0302158
2012-04-12 23:39:49,56029.985983796294,8438.47916652445,64.59451821391536,229.58757340063207,-60.8206923433687,7640.96,319.984,14.4609,0.0454789,681.492,4.73849,1.26627,1.18757,-55.9763,1,2.26053,14.3793,0.0304862
2012-04-12 23:40:13,56029.98626157407,8438.718501714427,64.66556614120145,229.58758445835682,-60.82071225471451,8047.86,305.142,14.4001,0.0411767,685.175,4.49089,1.32526,1.24043,-71.5273,1,2.35107,14.3568,0.0304178
2012-04-12 23:40:37,56029.98653935185,8439.164659023894,63.93172707828739,229.5875488669124,-60.82067374860084,7442.61,355.672,14.4797,0.0518985,690.803,3.60008,1.38963,1.2647,-84.9317,1,2.55878,14.4281,0.0326324
2012-04-12 23:41:01,56029.98681712963,8439.104237446025,63.604824123299345,229.5875276659091,-60.82069070901657,7653.97,354.326,14.4525,0.0502742,692.691,4.11856,1.47936,1.30595,-80.126,1,2.61037,14.3917,0.0314354
2012-04-12 23:41:25,56029.98709490741,8439.099038260736,63.493825853775824,229.58754867322128,-60.820686980228174,6260.71,374.504,14.6666,0.0649625,696.937,4.05801,1.3596,1.30153,-66.6919,1,2.47822,14.4964,0.0348172
2012-04-12 23:41:49,56029.98737268519,8439.572425533068,62.50279304486925,229.58752833554695,-60.82070962421073,5325.79,421.502,14.8278,0.0859497,699.123,4.68193,1.49688,1.40521,-75.8413,0,2.74004,14.5893,0.0388493
2012-04-12 23:42:13,56029.987650462965,8439.535218457542,61.99999400233592,229.58783589759793,-60.82074102193612,4127.28,320.018,15.1132,0.0842053,700.279,4.0858,1.46723,1.44513,84.1256,0,2.97697,14.9908,0.0552772
2012-04-12 23:42:37,56029.98792824074,8439.566241386148,62.34970822751137,229.5881272557995,-60.82071452854558,2136.02,228.504,15.8311,0.116176,703.159,3.68873,1.24308,1.08177,-29.4997,0,2.1611,15.101,0.0604127
2012-04-12 23:57:41,56029.998391203706,8444.125647305265,68.13054531155782,229.5875527918614,-60.82069615937267,9276.52,317.661,14.2972,0.0371885,757.296,3.84668,1.34487,1.25743,-81.3887,1,2.26937,14.2983,0.0291516
2012-04-12 23:58:05,56029.99866898148,8444.387621889393,69.44813416088151,229.5875685453629,-60.820708703090155,8594.86,311.121,14.3785,0.0393116,762.3,3.66094,1.24399,1.15104,78.858,1,2.07849,14.324,0.0296312
2012-04-12 23:58:29,56029.99894675926,8444.44057940066,69.04848144242327,229.58757828361126,-60.82069678305689,9856.28,386.148,14.2262,0.0425472,765.945,4.08325,1.3213,1.23625,84.474,1,2.25881,14.2407,0.0279554
2012-04-12 23:58:53,56029.99922453704,8444.453150550391,69.58763566252645,229.5875158328011,-60.8206949574056,8829.38,322.894,14.3384,0.0397155,772.315,3.92551,1.29002,1.24608,47.463,0,2.19804,14.2988,0.0298059
2012-04-12 23:59:17,56029.999502314815,8444.522984210185,70.3791356894636,229.587556418614,-60.82070022847788,9649.66,331.18,14.2402,0.0372719,775.435,3.57469,1.29982,1.23585,-58.9258,1,2.25784,14.2694,0.0287706
2012-04-12 23:59:41,56029.99978009259,8444.570775409918,70.82237932858357,229.58756888186818,-60.820693911349444,9007.44,339.843,14.3111,0.0409738,782.089,3.87698,1.2951,1.20328,84.9827,0,2.18618,14.3022,0.0298866
2012-04-13 00:00:05,56030.00005787037,8444.444867486249,71.09412399158869,229.58752036693787,-60.82070956266131,8782.11,314.012,14.3344,0.0388308,787.745,3.63273,1.26858,1.21402,-76.9785,0,2.17942,14.3127,0.0302732
2012-04-13 00:00:29,56030.00033564815,8444.64513014352,71.68451874092925,229.58757319930803,-60.82070222798842,8203.16,307.851,14.4033,0.0407558,799.865,3.45663,1.19528,1.11185,-86.5727,0,2.01233,14.3551,0.0314628
2012-04-13 00:00:53,56030.000613425924,8444.98688747465,72.01756177281425,229.5876096478669,-60.820677470343874,9011.97,338.571,14.2929,0.0408,804.007,3.74288,1.23321,1.16849,-63.9875,0,2.13658,14.297,0.0303467
2012-04-13 00:01:17,56030.0008912037,8445.231880259058,71.98141703616167,229.58761870579977,-60.8207035860887,9044.38,322.403,14.2861,0.0387124,808.769,3.58765,1.26285,1.21513,-81.1403,0,2.18407,14.2751,0.0299273
2012-04-13 00:01:41,56030.00116898148,8445.387769964038,71.91845114667437,229.58752776018815,-60.82068815962011,9168.23,323.568,14.2742,0.0383274,813.975,3.81616,1.29186,1.2249,67.8484,0,2.18407,14.2593,0.0296126
2012-04-13 00:02:05,56030.00144675926,8445.460478837376,71.81700560984055,229.5875405580798,-60.82068167781231,8403.26,314.977,14.363,0.0407062,820.533,3.67817,1.21975,1.15893,-83.2652,0,2.04158,14.271,0.029878
2012-04-13 00:02:29,56030.00172453704,8445.486119905614,72.07478920606326,229.58752527290832,-60.82069425571498,8082.06,323.094,14.3993,0.0434146,829.607,3.37958,1.19544,1.14369,79.3086,0,2.03595,14.3383,0.0321628
2012-04-13 00:02:53,56030.00200231482,8445.745693899937,71.15068801977806,229.58757976285477,-60.82069643156809,8373.06,316.84,14.3564,0.0410947,836.412,4.58219,1.26853,1.16546,84.0567,0,2.09052,14.2908,0.0311045
2012-04-13 00:03:17,56030.002280092594,8445.99017396662,69.1383062083569,229.58752853704488,-60.820693992112965,8572.4,314.139,14.3261,0.0397968,838.711,3.53149,1.29522,1.18273,-83.5196,1,2.19198,14.2943,0.0310913
2012-04-13 00:07:51,56030.00545138889,8446.868755146479,67.70444176152779,229.5876001146268,-60.82068585643615,7669.53,299.303,14.4178,0.0423812,938.283,3.44144,1.14816,1.09512,-80.3152,1,1.95883,14.3458,0.0343467
2012-04-13 00:08:15,56030.00572916667,8447.157952023177,66.13259821491489,229.58759982489076,-60.8206728971832,8701.48,350.091,14.2846,0.0436936,940.987,3.8566,1.26597,1.18692,-67.0406,1,2.22626,14.3252,0.0334738
2012-04-13 00:08:39,56030.006006944444,8447.53380371669,64.5264272906959,229.58752926241982,-60.82071099874037,7460.54,319.969,14.461,0.0465766,938.62,3.69106,1.25967,1.19724,-57.6856,1,2.27444,14.3833,0.035297
2012-04-13 00:09:03,56030.00628472222,8447.520452322431,64.51834170910554,229.58753586226757,-60.82069841141647,8001.77,357.1,14.3877,0.0484656,946.892,3.65313,1.29023,1.22636,-79.3928,1,2.32372,14.3621,0.034736
2012-04-13 00:09:27,56030.0065625,8447.920636453282,64.1243226541283,229.58754764445072,-60.82066176858416,6841.35,330.977,14.568,0.0525396,949.77,3.74861,1.27189,1.13153,-79.7633,0,2.21805,14.4293,0.0364208
2012-04-13 00:09:51,56030.006840277776,8447.396076234278,64.46816666559982,229.58760828141982,-60.82071011841263,7800.44,352.498,14.4251,0.0490758,957.549,3.74986,1.27743,1.23423,-8.5471,1,2.34055,14.3335,0.0333894
2012-04-13 00:10:15,56030.00711805555,8447.507129716727,63.61355843958119,229.58755169965596,-60.820718731758674,7465.78,387.941,14.469,0.0564314,963.685,3.61619,1.42549,1.25635,-89.2072,1,2.54442,14.4236,0.0365935
2012-04-13 00:10:39,56030.00739583333,8446.995484879233,64.49484738551786,229.58761914660886,-60.82072382763553,7332.92,316.054,14.4885,0.0468074,973.988,3.56677,1.25013,1.09213,-87.1537,0,2.1826,14.3811,0.034961
2012-04-13 00:11:03,56030.00767361111,8446.556562067006,64.80210599151746,229.58754812594782,-60.820702457583245,7673.12,333.679,14.4351,0.0472266,983.344,4.34846,1.2098,1.12399,-56.1435,1,2.13218,14.3572,0.0345796
2012-04-13 00:11:27,56030.00795138889,8446.83421086652,64.50571151534919,229.58759998360563,-60.82069517682727,8042.92,340.183,14.3802,0.0459335,991.521,4.06719,1.23803,1.23197,-68.9894,1,2.315,14.3413,0.0342962
2012-04-13 00:11:51,56030.00822916667,8446.81164878969,64.99901841957994,229.5875435908053,-60.82070804150547,8159.26,328.278,14.3692,0.0436939,997.524,4.06872,1.25055,1.20335,65.2412,1,2.21434,14.3115,0.0335707
2012-04-13 00:12:15,56030.00850694445,8447.153051830168,65.45150706372365,229.5875230966363,-60.820681355858184,7507.88,296.344,14.462,0.0428656,1003.52,3.9653,1.17802,1.12872,-67.3357,1,2.04242,14.3461,0.0347205
2012-04-13 00:12:38,56030.00877314815,8447.141615828174,66.73123430720706,229.58758121968032,-60.8206757491671,7947.11,312.037,14.4038,0.0426409,1010.3,3.91844,1.23564,1.16063,-70.0418,1,2.08565,14.3344,0.0343568
2012-04-13 00:13:02,56030.009050925924,8447.271482423348,66.42383024499341,229.5875561864957,-60.820682791456655,7667.7,304.09,14.4423,0.0430692,1018.48,3.68297,1.1789,1.092,-88.4149,1,1.96592,14.3628,0.0357589
2012-04-13 00:13:26,56030.0093287037,8446.902969373543,67.47680544030217,229.58761396547263,-60.820700588157564,8226.52,321.363,14.3612,0.0424238,1031.46,3.59779,1.22111,1.10631,-79.1626,1,2.00372,14.3037,0.0340004
2012-04-13 00:29:09,56030.02024305556,8450.77645498917,74.26013136576294,229.58752644788157,-60.82071225050022,9645.69,368.875,14.2846,0.0415314,1336.67,3.17858,1.19251,1.14944,85.3102,0,2.07604,14.2656,0.0332361
2012-04-13 00:29:33,56030.020520833335,8451.051817941712,73.69112252622274,229.58754307539232,-60.82068034834436,8951.5,359.298,14.3634,0.0435902,1350.42,3.35439,1.21944,1.129,-68.5725,0,2.05133,14.3083,0.0348534
2012-04-13 00:29:57,56030.02079861111,8450.673835318143,73.95103291370978,229.5875512854761,-60.82068753851107,8738.62,367.136,14.3898,0.0456261,1361.78,3.82593,1.17751,1.05366,-76.8224,0,1.93491,14.2952,0.0342795
2012-04-13 00:30:21,56030.02107638889,8450.687469076696,74.10992863589942,229.58756941907285,-60.820675686082495,9555.77,388.342,14.2922,0.0441346,1369.99,3.73919,1.22163,1.18111,-68.8774,0,2.09533,14.2437,0.0331101
2012-04-13 00:30:45,56030.02135416667,8450.8746721964,73.72326238807446,229.5875847314662,-60.820665508086144,9113.42,364.349,14.3429,0.0434177,1381.45,3.24833,1.17222,1.07846,80.5945,0,1.98734,14.281,0.034222
2012-04-13 00:31:09,56030.021631944444,8450.593946233374,73.92572238465392,229.58754501232025,-60.82069129815606,9125.19,376.901,14.3458,0.0448554,1392.76,3.17818,1.17143,1.12426,-84.1888,0,2.04631,14.2916,0.0342996
2012-04-13 00:31:33,56030.02190972222,8450.164609766049,75.09432624083459,229.58759182990585,-60.82069711134083,9465.0,384.72,14.3025,0.0441422,1409.88,3.86371,1.29155,1.16592,85.7251,0,2.14913,14.2944,0.0348061
2012-04-13 00:31:57,56030.0221875,8450.349844484626,75.64102546019289,229.58753499599388,-60.82067958446606,9056.55,384.15,14.347,0.0460646,1419.4,3.51409,1.19954,1.16449,-73.4109,0,2.11276,14.3142,0.0358098
2012-04-13 00:32:21,56030.022465277776,8450.879111533615,75.82861570563847,229.5875649784286,-60.82068977927785,9558.24,380.366,14.2912,0.0432169,1435.21,2.964,1.20976,1.15333,-84.1941,0,2.13194,14.3272,0.0362267
2012-04-13 00:32:45,56030.02274305555,8451.723620693856,74.65370255159537,229.58756080910985,-60.820669802208364,8883.58,379.571,14.3728,0.0464019,1446.71,3.92079,1.21929,1.1009,-69.7347,0,2.0224,14.3014,0.0355581
2012-04-13 00:33:09,56030.02302083333,8452.22217162049,74.03587384212443,229.5875888579778,-60.82070144770862,9177.27,393.707,14.34,0.0465897,1463.2,3.84371,1.26272,1.1247,-81.742,0,2.1292,14.3386,0.036575
2012-04-13 00:33:33,56030.02329861111,8452.075886270735,73.95831344045705,229.58752496081416,-60.820695785316836,9165.87,364.492,14.342,0.0431861,1475.53,3.21251,1.13053,1.05708,-55.0919,0,1.92093,14.2791,0.0348727
2012-04-13 00:33:57,56030.02357638889,8452.675501128344,73.74156267920134,229.58757745989075,-60.82071608760858,9281.19,376.284,14.3302,0.0440294,1490.89,3.54546,1.18091,1.09972,-58.1598,0,2.02687,14.3115,0.0358353
2012-04-13 00:34:21,56030.02385416667,8452.778996516821,73.79522043124466,229.58757435128217,-60.820699368051216,9212.28,384.825,14.3329,0.0453655,1506.58,3.84404,1.25716,1.17147,-54.7778,0,2.11606,14.2619,0.0352768
2012-04-13 00:34:45,56030.02413194445,8452.824593225216,74.0224673651817,229.5876269934667,-60.82071036281656,9443.33,398.592,14.298,0.0458388,1523.52,4.11988,1.30417,1.24551,-76.3676,0,2.18772,14.2202,0.0347693
2012-04-13 00:38:45,56030.02690972222,8453.190108388582,76.39100145375853,229.5875871754873,-60.82068362046194,9282.8,476.251,14.3191,0.0557169,1689.84,3.55558,1.25034,1.09693,-76.2088,0,2.08982,14.3219,0.0387021
2012-04-13 00:39:09,56030.0271875,8453.515678945616,76.91357287213758,229.58757094161555,-60.82065109810001,9808.71,405.262,14.2576,0.0448698,1708.02,3.73358,1.21997,1.18672,85.0263,0,2.13585,14.2566,0.0368097
2012-04-13 00:39:33,56030.02746527778,8453.527299451413,78.24217446570188,229.5875241640324,-60.82070759215766,9498.35,415.279,14.2903,0.0474813,1728.7,3.8343,1.22104,1.12208,82.2712,0,2.06291,14.2506,0.0365
2012-04-13 00:39:57,56030.02774305556,8453.591525979025,79.55031820713286,229.5875847703818,-60.82069383600105,9576.91,408.146,14.2834,0.0462828,1744.66,3.88716,1.19659,1.10245,-72.5242,0,2.02721,14.241,0.036392
2012-04-13 00:40:21,56030.028020833335,8453.676213312781,80.32188136178277,229.58754287512954,-60.820705994437596,8878.37,409.896,14.354,0.0501384,1776.39,3.97564,1.22405,1.13556,-75.5703,0,2.05602,14.3201,0.0395777
2012-04-13 00:40:45,56030.02829861111,8454.228430112884,81.22100085046806,229.58755012254153,-60.820688824612674,9114.08,467.392,14.3229,0.0556926,1800.13,3.64183,1.23749,1.1268,-70.1598,0,2.12557,14.3487,0.0408137
2012-04-13 00:41:09,56030.02857638889,8454.089132268347,82.9139596805058,229.58759192983007,-60.82072096369479,8819.67,396.574,14.3548,0.0488317,1827.24,3.58782,1.22218,1.1182,83.302,0,2.04691,14.3013,0.0393336
2012-04-13 00:41:33,56030.02885416667,8453.76623149816,84.7840335250614,229.5876109006201,-60.820701113556,9208.7,407.071,14.3028,0.0480067,1854.85,4.26019,1.26307,1.17513,-84.1772,0,2.1275,14.2785,0.0390633
2012-04-13 00:41:57,56030.029131944444,8453.176017724334,86.41044586215061,229.58756729551612,-60.820691587860466,9587.16,465.368,14.2562,0.0527153,1877.88,3.62913,1.2241,1.05722,-86.3721,0,2.05525,14.2724,0.0390391
2012-04-13 00:42:21,56030.02940972222,8453.461810199587,86.77723534684907,229.58757340746894,-60.82070279321685,8598.69,392.046,14.3663,0.0495148,1908.16,3.11177,1.11411,1.02965,-88.1162,0,1.91367,14.3304,0.0412339
2012-04-13 00:42:45,56030.0296875,8454.066614618096,86.63285843906299,229.5875767957964,-60.82068332674296,9046.37,411.994,14.3009,0.0494592,1939.3,3.96158,1.18692,1.06481,-83.8055,0,1.99655,14.2587,0.0395018
2012-04-13 00:43:09,56030.029965277776,8454.210694829226,86.76317381702171,229.5875456484773,-60.82070166629767,8721.43,403.467,14.344,0.05024,1950.38,3.80141,1.16545,1.05399,-73.4793,0,1.95994,14.2938,0.0406764
2012-04-13 00:43:33,56030.03024305555,8454.849801905784,86.72931465385562,229.5875897778694,-60.82071583400174,9872.82,476.262,14.2158,0.0523883,1970.74,3.96005,1.28694,1.20753,-79.5174,0,2.20885,14.2182,0.0382801
2012-04-13 00:43:57,56030.03052083333,8454.827777560631,87.12415979482259,229.5875679436891,-60.82070151973016,9543.79,457.885,14.2503,0.0521032,1996.37,3.17953,1.181,1.06597,79.6067,0,2.0064,14.2348,0.0386561
2012-04-13 00:44:21,56030.030798611115,8454.439991570125,87.67691201186614,229.58756361327696,-60.82069648275514,10683.2,490.836,14.1238,0.0498958,2014.34,4.09031,1.30924,1.22295,83.4863,0,2.32687,14.2074,0.0383377
